e,norm,nbkg,flat,fbkg,nder,nsec
6620.675,1.0628969,0.99356677,1.0664767,0.99714657,-4.07E-03,-9.89E-04
6622.5513,1.053573,0.99507584,1.0572421,0.99874491,-5.50E-03,-4.76E-04
6624.3767,1.0425333,0.99642207,1.0462887,1.0001774,-5.83E-03,6.82E-05
6626.2469,1.0320264,0.99768081,1.0358695,1.0015239,-5.25E-03,4.60E-04
6628.2747,1.0220723,0.99891249,1.02601,1.0028501,-4.04E-03,8.01E-04
6630.121,1.0163833,0.99991784,1.0204064,1.0039409,-2.15E-03,1.04E-03
6631.9862,1.0141105,1.0008253,1.0182193,1.004934,-1.78E-04,8.50E-04
6634.0046,1.0156922,1.0016895,1.0198931,1.0058903,1.15E-03,4.66E-04
6635.8938,1.0186202,1.002392,1.0229066,1.0066783,1.64E-03,8.90E-05
6637.7086,1.0217827,1.002974,1.0261507,1.0073419,1.48E-03,-2.16E-04
6639.7969,1.024412,1.0035361,1.0288731,1.0079972,8.00E-04,-4.34E-04
6641.592,1.02489,1.0039315,1.0294306,1.008472,-2.00E-04,-5.60E-04
6643.5161,1.0236693,1.0042695,1.0282946,1.0088947,-1.28E-03,-5.10E-04
6645.3058,1.0201253,1.0045082,1.0248287,1.0092114,-2.09E-03,-2.46E-04
6647.2224,1.0159068,1.004687,1.0206931,1.0094733,-2.19E-03,1.15E-05
6649.2021,1.011577,1.004793,1.0164485,1.0096643,-2.05E-03,1.18E-04
6651.1386,1.0078805,1.0048239,1.0128345,1.0097778,-1.73E-03,2.22E-04
6652.9246,1.005133,1.0047926,1.0101627,1.0098222,-1.22E-03,2.01E-04
6655.0492,1.0031046,1.0046859,1.0082234,1.0098047,-9.44E-04,1.86E-04
6656.8081,1.0014658,1.0045445,1.0066579,1.0097365,-5.01E-04,1.69E-04
6658.7661,1.0012441,1.0043349,1.0065171,1.0096078,-3.17E-04,-9.76E-05
6660.5308,1.0002857,1.0041028,1.005631,1.0094481,-8.64E-04,-3.41E-04
6662.4918,0.99802509,1.0038013,1.0034502,1.0092263,-1.59E-03,-3.63E-04
6664.4559,0.99405779,1.0034578,0.99956217,1.0089621,-2.29E-03,-3.87E-04
6666.5951,0.98863772,1.0030421,0.99422766,1.0086319,-3.18E-03,-3.55E-04
