e_test,test,e_K_wide,K_wide,e_K_wide,K_narrow,e_Na_wide,Na_wide,e_Na_narrow,Na_narrow
1.12,35981.25,1.12,10106.25,-6.88,470.7031,1.12,56693.75,-6.88,552.7344
1.1,35815.625,1.1,10034.375,-6.9,446.0938,1.1,55884.375,-6.9,519.9219
1.08,36396.875,1.08,9628.125,-6.92,433.2031,1.08,55581.25,-6.92,485.9375
1.06,36493.75,1.06,9753.125,-6.94,429.6875,1.06,56284.375,-6.94,512.5
1.04,36265.625,1.04,9575,-6.96,535.1563,1.04,55450,-6.96,508.5938
1.02,36262.5,1.02,9659.375,-6.98,447.6563,1.02,57012.5,-6.98,510.5469
1,36428.125,1,9562.5,-7,525.3906,1,55681.25,-7,501.5625
0.98,36281.25,0.98,9465.625,,,0.98,56075,,
0.96,36018.75,0.96,10165.625,,,0.96,55640.625,,
0.94,35815.625,0.94,9218.75,,,0.94,55668.75,,
0.92,35603.125,0.92,9568.75,,,0.92,55631.25,,
0.9,35750,0.9,9300,,,0.9,55015.625,,
0.88,35668.75,0.88,9325,,,0.88,55203.125,,
0.86,35803.125,0.86,9700,,,0.86,54359.375,,
0.84,35884.375,0.84,9481.25,,,0.84,54859.375,,
0.82,35203.125,0.82,9609.375,,,0.82,54934.375,,
0.8,35262.5,0.8,9593.75,,,0.8,55284.375,,
0.78,35281.25,0.78,9509.375,,,0.78,54906.25,,
0.76,35143.75,0.76,9600,,,0.76,55078.125,,
0.74,34809.375,0.74,9618.75,,,0.74,54028.125,,
0.72,35321.875,0.72,8784.375,,,0.72,53868.75,,
0.7,35303.125,0.7,9428.125,,,0.7,54353.125,,
0.68,35281.25,0.68,9390.625,,,0.68,53884.375,,
0.66,35246.875,0.66,9003.125,,,0.66,54156.25,,
0.64,34431.25,0.64,9028.125,,,0.64,53171.875,,
0.62,34531.25,0.62,8700,,,0.62,53387.5,,
0.6,35815.625,0.6,9228.125,,,0.6,53031.25,,
0.58,34762.5,0.58,8887.5,,,0.58,53862.5,,
0.56,34462.5,0.56,9075,,,0.56,52825,,
0.54,34634.375,0.54,8587.5,,,0.54,52775,,
0.52,34665.625,0.52,9134.375,,,0.52,53384.375,,
0.5,34343.75,0.5,8765.625,,,0.5,52896.875,,
0.48,34550,0.48,8946.875,,,0.48,52300,,
0.46,34109.375,0.46,8662.5,,,0.46,52343.75,,
0.44,34384.375,0.44,8946.875,,,0.44,52800,,
0.42,34715.625,0.42,8756.25,,,0.42,51940.625,,
0.4,34784.375,0.4,8750,,,0.4,52600,,
0.38,34240.625,0.38,8806.25,,,0.38,51362.5,,
0.36,33968.75,0.36,8381.25,,,0.36,52081.25,,
0.34,34143.75,0.34,8581.25,,,0.34,52309.375,,
0.32,33590.625,0.32,8659.375,,,0.32,51878.125,,
0.3,33778.125,0.3,8809.375,,,0.3,51087.5,,
0.28,33631.25,0.28,8393.75,,,0.28,51709.375,,
0.26,33465.625,0.26,8153.125,,,0.26,50600,,
0.24,33215.625,0.24,8487.5,,,0.24,50809.375,,
0.22,33668.75,0.22,8346.875,,,0.22,50371.875,,
0.2,33506.25,0.2,8390.625,,,0.2,50506.25,,
0.18,33784.375,0.18,8321.875,,,0.18,50446.875,,
0.16,33665.625,0.16,8500,,,0.16,49456.25,,
0.14,33009.375,0.14,8228.125,,,0.14,49703.125,,
0.12,32990.625,0.12,8271.875,,,0.12,49675,,
0.1,32478.125,0.1,8275,,,0.1,49218.75,,
0.08,32650,0.08,8043.75,,,0.08,49593.75,,
0.06,33009.375,0.06,8378.125,,,0.06,48443.75,,
0.04,32368.75,0.04,8206.25,,,0.04,49175,,
0.02,32915.625,0.02,7815.625,,,0.02,48803.125,,
0,31931.25,0,8165.625,,,0,47453.125,,
-0.02,32446.875,-0.02,8403.125,,,-0.02,48175,,
-0.04,32325,-0.04,7909.375,,,-0.04,47459.375,,
-0.06,31125,-0.06,7759.375,,,-0.06,47731.25,,
-0.08,31481.25,-0.08,7275,,,-0.08,46618.75,,
-0.1,31146.875,-0.1,8015.625,,,-0.1,46093.75,,
-0.12,31181.25,-0.12,7771.875,,,-0.12,46062.5,,
-0.14,31778.125,-0.14,7878.125,,,-0.14,45621.875,,
-0.16,30637.5,-0.16,7687.5,,,-0.16,45325,,
-0.18,30709.375,-0.18,7343.75,,,-0.18,45459.375,,
-0.2,30150,-0.2,7534.375,,,-0.2,45312.5,,
-0.22,30046.875,-0.22,7440.625,,,-0.22,44793.75,,
-0.24,31021.875,-0.24,7378.125,,,-0.24,44465.625,,
-0.26,30146.875,-0.26,7546.875,,,-0.26,44496.875,,
-0.28,29609.375,-0.28,7328.125,,,-0.28,43956.25,,
-0.3,29628.125,-0.3,7071.875,,,-0.3,43950,,
-0.32,29096.875,-0.32,7218.75,,,-0.32,43734.375,,
-0.34,28625,-0.34,7640.625,,,-0.34,43125,,
-0.36,28568.75,-0.36,7162.5,,,-0.36,42768.75,,
-0.38,29053.125,-0.38,7478.125,,,-0.38,42375,,
-0.4,28668.75,-0.4,7234.375,,,-0.4,42062.5,,
-0.42,28337.5,-0.42,7340.625,,,-0.42,41321.875,,
-0.44,28356.25,-0.44,7046.875,,,-0.44,41112.5,,
-0.46,27803.125,-0.46,6909.375,,,-0.46,40340.625,,
-0.48,27784.375,-0.48,6818.75,,,-0.48,39593.75,,
-0.5,26925,-0.5,6812.5,,,-0.5,39843.75,,
-0.52,27903.125,-0.52,6606.25,,,-0.52,39831.25,,
-0.54,27368.75,-0.54,6843.75,,,-0.54,38646.875,,
-0.56,26903.125,-0.56,6584.375,,,-0.56,38168.75,,
-0.58,26609.375,-0.58,6543.75,,,-0.58,38156.25,,
-0.6,26268.75,-0.6,6437.5,,,-0.6,37956.25,,
-0.62,26125,-0.62,6728.125,,,-0.62,36906.25,,
-0.64,25734.375,-0.64,6062.5,,,-0.64,37359.375,,
-0.66,25546.875,-0.66,6487.5,,,-0.66,36587.5,,
-0.68,25212.5,-0.68,6350,,,-0.68,36018.75,,
-0.7,24709.375,-0.7,6546.875,,,-0.7,35362.5,,
-0.72,24900,-0.72,6409.375,,,-0.72,35821.875,,
-0.74,24590.625,-0.74,6175,,,-0.74,34671.875,,
-0.76,24568.75,-0.76,6371.875,,,-0.76,34012.5,,
-0.78,24243.75,-0.78,6290.625,,,-0.78,33643.75,,
-0.8,24015.625,-0.8,5965.625,,,-0.8,33171.875,,
-0.82,23728.125,-0.82,6162.5,,,-0.82,32796.875,,
-0.84,23584.375,-0.84,5828.125,,,-0.84,32690.625,,
-0.86,22950,-0.86,5890.625,,,-0.86,32021.875,,
-0.88,22790.625,-0.88,5943.75,,,-0.88,31562.5,,
-0.9,22903.125,-0.9,5575,,,-0.9,30950,,
-0.92,22465.625,-0.92,5821.875,,,-0.92,29996.875,,
-0.94,22478.125,-0.94,5681.25,,,-0.94,30606.25,,
-0.96,22315.625,-0.96,5756.25,,,-0.96,29428.125,,
-0.98,22109.375,-0.98,5375,,,-0.98,29637.5,,
-1,22062.5,-1,5387.5,,,-1,28381.25,,
-1.02,21653.125,-1.02,5403.125,,,-1.02,28134.375,,
-1.04,21596.875,-1.04,5481.25,,,-1.04,27846.875,,
-1.06,21171.875,-1.06,5418.75,,,-1.06,27578.125,,
-1.08,21346.875,-1.08,5678.125,,,-1.08,27021.875,,
-1.1,20909.375,-1.1,5443.75,,,-1.1,26756.25,,
-1.12,20475,-1.12,5753.125,,,-1.12,25996.875,,
-1.14,20756.25,-1.14,5256.25,,,-1.14,25034.375,,
-1.16,20059.375,-1.16,5475,,,-1.16,25084.375,,
-1.18,19900,-1.18,5181.25,,,-1.18,25015.625,,
-1.2,20115.625,-1.2,4981.25,,,-1.2,25246.875,,
-1.22,20090.625,-1.22,5531.25,,,-1.22,24137.5,,
-1.24,19275,-1.24,5062.5,,,-1.24,23496.875,,
-1.26,18800,-1.26,4884.375,,,-1.26,23975,,
-1.28,18950,-1.28,4821.875,,,-1.28,23175,,
-1.3,19393.75,-1.3,4493.75,,,-1.3,22828.125,,
-1.32,19068.75,-1.32,4943.75,,,-1.32,22600,,
-1.34,18421.875,-1.34,4771.875,,,-1.34,22106.25,,
-1.36,18190.625,-1.36,4862.5,,,-1.36,21637.5,,
-1.38,18231.25,-1.38,4559.375,,,-1.38,21462.5,,
-1.4,17584.375,-1.4,4343.75,,,-1.4,21190.625,,
-1.42,18056.25,-1.42,4743.75,,,-1.42,20825,,
-1.44,17756.25,-1.44,4368.75,,,-1.44,19731.25,,
-1.46,17453.125,-1.46,4518.75,,,-1.46,20246.875,,
-1.48,17825,-1.48,4496.875,,,-1.48,19912.5,,
-1.5,17762.5,-1.5,4368.75,,,-1.5,20518.75,,
-1.52,17562.5,-1.52,4496.875,,,-1.52,19000,,
-1.54,16978.125,-1.54,4303.125,,,-1.54,19028.125,,
-1.56,17134.375,-1.56,4184.375,,,-1.56,18390.625,,
-1.58,17284.375,-1.58,3578.125,,,-1.58,18393.75,,
-1.6,16040.625,-1.6,4084.375,,,-1.6,18234.375,,
-1.62,16868.75,-1.62,4103.125,,,-1.62,17956.25,,
-1.64,16468.75,-1.64,3953.125,,,-1.64,17500,,
-1.66,15934.375,-1.66,3906.25,,,-1.66,17465.625,,
-1.68,15709.375,-1.68,3559.375,,,-1.68,17534.375,,
-1.7,15759.375,-1.7,3631.25,,,-1.7,17646.875,,
-1.72,15253.125,-1.72,3940.625,,,-1.72,16637.5,,
-1.74,15578.125,-1.74,3853.125,,,-1.74,16018.75,,
-1.76,15431.25,-1.76,3831.25,,,-1.76,16093.75,,
-1.78,14850,-1.78,4000,,,-1.78,16181.25,,
-1.8,14946.875,-1.8,3496.875,,,-1.8,15925,,
-1.82,14562.5,-1.82,3740.625,,,-1.82,15415.625,,
-1.84,14212.5,-1.84,3506.25,,,-1.84,15359.375,,
-1.86,14793.75,-1.86,3662.5,,,-1.86,14771.875,,
-1.88,13803.125,-1.88,3396.875,,,-1.88,14581.25,,
-1.9,14078.125,-1.9,3809.375,,,-1.9,14890.625,,
-1.92,13515.625,-1.92,3678.125,,,-1.92,14468.75,,
-1.94,13425,-1.94,3371.875,,,-1.94,13962.5,,
-1.96,13581.25,-1.96,3156.25,,,-1.96,13909.375,,
-1.98,13134.375,-1.98,3171.875,,,-1.98,13881.25,,
-2,13246.875,-2,3193.75,,,-2,13296.875,,
-2.02,12968.75,-2.02,3025,,,-2.02,13268.75,,
-2.04,12881.25,-2.04,3031.25,,,-2.04,12834.375,,
-2.06,12665.625,-2.06,2696.875,,,-2.06,13137.5,,
-2.08,12290.625,-2.08,2990.625,,,-2.08,13115.625,,
-2.1,11696.875,-2.1,2996.875,,,-2.1,12796.875,,
-2.12,11806.25,-2.12,2809.375,,,-2.12,12800,,
-2.14,11596.875,-2.14,3112.5,,,-2.14,12343.75,,
-2.16,11271.875,-2.16,2928.125,,,-2.16,11956.25,,
-2.18,11459.375,-2.18,2825,,,-2.18,12012.5,,
-2.2,11118.75,-2.2,2665.625,,,-2.2,11456.25,,
-2.22,11053.125,-2.22,2640.625,,,-2.22,11612.5,,
-2.24,11050,-2.24,2587.5,,,-2.24,11212.5,,
-2.26,10468.75,-2.26,2671.875,,,-2.26,11215.625,,
-2.28,10387.5,-2.28,2543.75,,,-2.28,10709.375,,
-2.3,10250,-2.3,2406.25,,,-2.3,10665.625,,
-2.32,10040.625,-2.32,2503.125,,,-2.32,10378.125,,
-2.34,9956.25,-2.34,2456.25,,,-2.34,10056.25,,
-2.36,9553.125,-2.36,2587.5,,,-2.36,10050,,
-2.38,9925,-2.38,2334.375,,,-2.38,10000,,
-2.4,9150,-2.4,2315.625,,,-2.4,9565.625,,
-2.42,9290.625,-2.42,2540.625,,,-2.42,9290.625,,
-2.44,8659.375,-2.44,2078.125,,,-2.44,9312.5,,
-2.46,8868.75,-2.46,2256.25,,,-2.46,8850,,
-2.48,8615.625,-2.48,2259.375,,,-2.48,8621.875,,
-2.5,8121.875,-2.5,2106.25,,,-2.5,8565.625,,
-2.52,8243.75,-2.52,2084.375,,,-2.52,8065.625,,
-2.54,7625,-2.54,2084.375,,,-2.54,8531.25,,
-2.56,7521.875,-2.56,1959.375,,,-2.56,8378.125,,
-2.58,7503.125,-2.58,1868.75,,,-2.58,7481.25,,
-2.6,7409.375,-2.6,1921.875,,,-2.6,7609.375,,
-2.62,7143.75,-2.62,1906.25,,,-2.62,7159.375,,
-2.64,7103.125,-2.64,1918.75,,,-2.64,7162.5,,
-2.66,6853.125,-2.66,1728.125,,,-2.66,7043.75,,
-2.68,6465.625,-2.68,1703.125,,,-2.68,7231.25,,
-2.7,6112.5,-2.7,1725,,,-2.7,7118.75,,
-2.72,6362.5,-2.72,1709.375,,,-2.72,7028.125,,
-2.74,6090.625,-2.74,1643.75,,,-2.74,6575,,
-2.76,6000,-2.76,1634.375,,,-2.76,5965.625,,
-2.78,6015.625,-2.78,1640.625,,,-2.78,6065.625,,
-2.8,5565.625,-2.8,1700,,,-2.8,5962.5,,
-2.82,5584.375,-2.82,1468.75,,,-2.82,5956.25,,
-2.84,5259.375,-2.84,1550,,,-2.84,5821.875,,
-2.86,4943.75,-2.86,1321.875,,,-2.86,5643.75,,
-2.88,5165.625,-2.88,1506.25,,,-2.88,5356.25,,
-2.9,4784.375,-2.9,1265.625,,,-2.9,5259.375,,
-2.92,4565.625,-2.92,1346.875,,,-2.92,4621.875,,
-2.94,4359.375,-2.94,1412.5,,,-2.94,4815.625,,
-2.96,4350,-2.96,1200,,,-2.96,4834.375,,
-2.98,3871.875,-2.98,1187.5,,,-2.98,4731.25,,
-3,3859.375,-3,1231.25,,,-3,4612.5,,
-3.02,3890.625,-3.02,1093.75,,,-3.02,4050,,
-3.04,4068.75,-3.04,906.25,,,-3.04,4315.625,,
-3.06,4040.625,-3.06,1050,,,-3.06,3928.125,,
-3.08,3871.875,-3.08,1109.375,,,-3.08,3943.75,,
-3.1,3740.625,-3.1,1115.625,,,-3.1,3915.625,,
-3.12,3281.25,-3.12,1275,,,-3.12,3812.5,,
-3.14,3125,-3.14,1053.125,,,-3.14,3606.25,,
-3.16,2984.375,-3.16,1081.25,,,-3.16,3540.625,,
-3.18,2956.25,-3.18,909.375,,,-3.18,3315.625,,
-3.2,3006.25,-3.2,893.75,,,-3.2,3003.125,,
-3.22,2868.75,-3.22,856.25,,,-3.22,2943.75,,
-3.24,2887.5,-3.24,937.5,,,-3.24,2878.125,,
-3.26,2596.875,-3.26,890.625,,,-3.26,2853.125,,
-3.28,2493.75,-3.28,559.375,,,-3.28,2937.5,,
-3.3,2475,-3.3,731.25,,,-3.3,2859.375,,
-3.32,2168.75,-3.32,825,,,-3.32,2931.25,,
-3.34,2050,-3.34,768.75,,,-3.34,2640.625,,
-3.36,2087.5,-3.36,696.875,,,-3.36,2978.125,,
-3.38,2059.375,-3.38,800,,,-3.38,2543.75,,
-3.4,2087.5,-3.4,737.5,,,-3.4,2496.875,,
-3.42,1846.875,-3.42,746.875,,,-3.42,2787.5,,
-3.44,1634.375,-3.44,1012.5,,,-3.44,2281.25,,
-3.46,1943.75,-3.46,703.125,,,-3.46,2375,,
-3.48,2240.625,-3.48,728.125,,,-3.48,2212.5,,
-3.5,1912.5,-3.5,959.375,,,-3.5,2243.75,,
-3.52,2090.625,-3.52,646.875,,,-3.52,2256.25,,
-3.54,1693.75,-3.54,646.875,,,-3.54,1990.625,,
-3.56,1321.875,-3.56,646.875,,,-3.56,2084.375,,
-3.58,1371.875,-3.58,590.625,,,-3.58,1818.75,,
-3.6,1600,-3.6,631.25,,,-3.6,1918.75,,
-3.62,1603.125,-3.62,818.75,,,-3.62,2100,,
-3.64,1446.875,-3.64,809.375,,,-3.64,1890.625,,
-3.66,1484.375,-3.66,568.75,,,-3.66,1959.375,,
-3.68,1128.125,-3.68,565.625,,,-3.68,1856.25,,
-3.7,1087.5,-3.7,609.375,,,-3.7,1825,,
-3.72,1246.875,-3.72,562.5,,,-3.72,1790.625,,
-3.74,1346.875,-3.74,550,,,-3.74,1803.125,,
-3.76,1206.25,-3.76,621.875,,,-3.76,1740.625,,
-3.78,1215.625,-3.78,278.125,,,-3.78,1628.125,,
-3.8,918.75,-3.8,565.625,,,-3.8,1665.625,,
-3.82,959.375,-3.82,553.125,,,-3.82,1765.625,,
-3.84,1062.5,-3.84,762.5,,,-3.84,1403.125,,
-3.86,1056.25,-3.86,775,,,-3.86,1615.625,,
-3.88,965.625,-3.88,537.5,,,-3.88,1412.5,,
-3.9,1015.625,-3.9,750,,,-3.9,1268.75,,
-3.92,825,-3.92,525,,,-3.92,1346.875,,
-3.94,984.375,-3.94,525,,,-3.94,1031.25,,
-3.96,943.75,-3.96,434.375,,,-3.96,1390.625,,
-3.98,1000,-3.98,537.5,,,-3.98,1265.625,,
-4,931.25,-4,775,,,-4,1187.5,,
-4.02,615.625,-4.02,781.25,,,-4.02,1271.875,,
-4.04,853.125,-4.04,987.5,,,-4.04,1171.875,,
-4.06,837.5,-4.06,712.5,,,-4.06,1237.5,,
-4.08,871.875,-4.08,475,,,-4.08,950,,
-4.1,850,-4.1,671.875,,,-4.1,900,,
-4.12,568.75,-4.12,462.5,,,-4.12,1012.5,,
-4.14,856.25,-4.14,487.5,,,-4.14,887.5,,
-4.16,834.375,-4.16,446.875,,,-4.16,1171.875,,
-4.18,746.875,-4.18,453.125,,,-4.18,1093.75,,
-4.2,978.125,-4.2,434.375,,,-4.2,1093.75,,
-4.22,750,-4.22,400,,,-4.22,1021.875,,
-4.24,759.375,-4.24,609.375,,,-4.24,1087.5,,
-4.26,971.875,-4.26,368.75,,,-4.26,1212.5,,
-4.28,696.875,-4.28,371.875,,,-4.28,975,,
-4.3,675,-4.3,390.625,,,-4.3,1018.75,,
-4.32,615.625,-4.32,396.875,,,-4.32,956.25,,
-4.34,371.875,-4.34,415.625,,,-4.34,906.25,,
-4.36,428.125,-4.36,337.5,,,-4.36,1181.25,,
-4.38,665.625,-4.38,634.375,,,-4.38,1137.5,,
-4.4,628.125,-4.4,403.125,,,-4.4,1171.875,,
-4.42,600,-4.42,368.75,,,-4.42,853.125,,
-4.44,859.375,-4.44,421.875,,,-4.44,968.75,,
-4.46,584.375,-4.46,371.875,,,-4.46,837.5,,
-4.48,621.875,-4.48,375,,,-4.48,896.875,,
-4.5,568.75,-4.5,390.625,,,-4.5,925,,
-4.52,368.75,-4.52,387.5,,,-4.52,865.625,,
-4.54,550,-4.54,159.375,,,-4.54,925,,
-4.56,606.25,-4.56,396.875,,,-4.56,659.375,,
-4.58,515.625,-4.58,393.75,,,-4.58,696.875,,
-4.6,493.75,-4.6,368.75,,,-4.6,359.375,,
-4.62,262.5,-4.62,384.375,,,-4.62,634.375,,
-4.64,553.125,-4.64,156.25,,,-4.64,659.375,,
-4.66,509.375,-4.66,365.625,,,-4.66,809.375,,
-4.68,468.75,-4.68,409.375,,,-4.68,759.375,,
-4.7,478.125,-4.7,418.75,,,-4.7,775,,
-4.72,228.125,-4.72,593.75,,,-4.72,712.5,,
-4.74,443.75,-4.74,346.875,,,-4.74,528.125,,
-4.76,478.125,-4.76,368.75,,,-4.76,790.625,,
-4.78,493.75,-4.78,378.125,,,-4.78,546.875,,
-4.8,528.125,-4.8,340.625,,,-4.8,812.5,,
-4.82,240.625,-4.82,356.25,,,-4.82,790.625,,
-4.84,221.875,-4.84,584.375,,,-4.84,725,,
-4.86,434.375,-4.86,562.5,,,-4.86,687.5,,
-4.88,471.875,-4.88,340.625,,,-4.88,531.25,,
-4.9,456.25,-4.9,346.875,,,-4.9,543.75,,
-4.92,696.875,-4.92,375,,,-4.92,518.75,,
-4.94,409.375,-4.94,365.625,,,-4.94,553.125,,
-4.96,400,-4.96,362.5,,,-4.96,734.375,,
-4.98,415.625,-4.98,359.375,,,-4.98,818.75,,
-5,206.25,-5,112.5,,,-5,815.625,,
-5.02,184.375,-5.02,384.375,,,-5.02,709.375,,
-5.04,184.375,-5.04,356.25,,,-5.04,521.875,,
-5.06,415.625,-5.06,350,,,-5.06,762.5,,
-5.08,431.25,-5.08,353.125,,,-5.08,518.75,,
-5.1,656.25,-5.1,365.625,,,-5.1,450,,
-5.12,681.25,-5.12,387.5,,,-5.12,675,,
-5.14,365.625,-5.14,362.5,,,-5.14,721.875,,
-5.16,387.5,-5.16,612.5,,,-5.16,743.75,,
-5.18,362.5,-5.18,375,,,-5.18,653.125,,
-5.2,353.125,-5.2,337.5,,,-5.2,471.875,,
-5.22,406.25,-5.22,581.25,,,-5.22,525,,
-5.24,393.75,-5.24,334.375,,,-5.24,753.125,,
-5.26,150,-5.26,350,,,-5.26,696.875,,
-5.28,393.75,-5.28,359.375,,,-5.28,912.5,,
-5.3,415.625,-5.3,343.75,,,-5.3,684.375,,
-5.32,356.25,-5.32,328.125,,,-5.32,462.5,,
-5.34,381.25,-5.34,359.375,,,-5.34,406.25,,
-5.36,125,-5.36,340.625,,,-5.36,450,,
-5.38,153.125,-5.38,340.625,,,-5.38,456.25,,
-5.4,353.125,-5.4,362.5,,,-5.4,665.625,,
-5.42,384.375,-5.42,371.875,,,-5.42,912.5,,
-5.44,375,-5.44,618.75,,,-5.44,678.125,,
-5.46,375,-5.46,325,,,-5.46,659.375,,
-5.48,131.25,-5.48,334.375,,,-5.48,440.625,,
-5.5,146.875,-5.5,328.125,,,-5.5,475,,
-5.52,165.625,-5.52,109.375,,,-5.52,475,,
-5.54,128.125,-5.54,400,,,-5.54,453.125,,
-5.56,421.875,-5.56,337.5,,,-5.56,437.5,,
-5.58,412.5,-5.58,350,,,-5.58,468.75,,
-5.6,384.375,-5.6,350,,,-5.6,446.875,,
-5.62,596.875,-5.62,106.25,,,-5.62,737.5,,
-5.64,378.125,-5.64,375,,,-5.64,912.5,,
-5.66,368.75,-5.66,396.875,,,-5.66,637.5,,
-5.68,337.5,-5.68,365.625,,,-5.68,696.875,,
-5.7,350,-5.7,371.875,,,-5.7,434.375,,
-5.72,356.25,-5.72,125,,,-5.72,731.25,,
-5.74,353.125,-5.74,346.875,,,-5.74,759.375,,
-5.76,315.625,-5.76,353.125,,,-5.76,953.125,,
-5.78,93.75,-5.78,368.75,,,-5.78,915.625,,
-5.8,93.75,-5.8,381.25,,,-5.8,643.75,,
-5.82,165.625,-5.82,121.875,,,-5.82,637.5,,
-5.84,131.25,-5.84,375,,,-5.84,700,,
-5.86,393.75,-5.86,343.75,,,-5.86,690.625,,
-5.88,362.5,-5.88,368.75,,,-5.88,681.25,,
-5.9,378.125,-5.9,381.25,,,-5.9,640.625,,
-5.92,368.75,-5.92,356.25,,,-5.92,640.625,,
-5.94,112.5,-5.94,350,,,-5.94,675,,
-5.96,318.75,-5.96,606.25,,,-5.96,634.375,,
-5.98,615.625,-5.98,628.125,,,-5.98,631.25,,
-6,600,-6,650,,,-6,675,,
-6.02,606.25,-6.02,659.375,,,-6.02,646.875,,
-6.04,625,-6.04,387.5,,,-6.04,693.75,,
-6.06,346.875,-6.06,575,,,-6.06,668.75,,
-6.08,356.25,-6.08,300,,,-6.08,462.5,,
-6.1,362.5,-6.1,315.625,,,-6.1,434.375,,
-6.12,93.75,-6.12,550,,,-6.12,415.625,,
-6.14,131.25,-6.14,315.625,,,-6.14,409.375,,
-6.16,121.875,-6.16,337.5,,,-6.16,665.625,,
-6.18,93.75,-6.18,306.25,,,-6.18,662.5,,
-6.2,346.875,-6.2,340.625,,,-6.2,453.125,,
-6.22,353.125,-6.22,334.375,,,-6.22,731.25,,
-6.24,318.75,-6.24,559.375,,,-6.24,412.5,,
-6.26,593.75,-6.26,559.375,,,-6.26,709.375,,
-6.28,334.375,-6.28,515.625,,,-6.28,684.375,,
-6.3,343.75,-6.3,534.375,,,-6.3,634.375,,
-6.32,340.625,-6.32,334.375,,,-6.32,668.75,,
-6.34,103.125,-6.34,318.75,,,-6.34,590.625,,
-6.36,96.875,-6.36,103.125,,,-6.36,621.875,,
-6.38,365.625,-6.38,328.125,,,-6.38,418.75,,
-6.4,343.75,-6.4,337.5,,,-6.4,425,,
-6.42,350,-6.42,334.375,,,-6.42,262.5,,
-6.44,356.25,-6.44,340.625,,,-6.44,203.125,,
-6.46,84.375,-6.46,303.125,,,-6.46,440.625,,
-6.48,121.875,-6.48,306.25,,,-6.48,712.5,,
-6.5,87.5,-6.5,375,,,-6.5,681.25,,
-6.52,353.125,-6.52,353.125,,,-6.52,903.125,,
-6.54,362.5,-6.54,334.375,,,-6.54,615.625,,
-6.56,584.375,-6.56,321.875,,,-6.56,603.125,,
-6.58,578.125,-6.58,331.25,,,-6.58,625,,
-6.6,315.625,-6.6,565.625,,,-6.6,593.75,,
-6.62,303.125,-6.62,303.125,,,-6.62,556.25,,
-6.64,131.25,-6.64,593.75,,,-6.64,603.125,,
-6.66,103.125,-6.66,537.5,,,-6.66,618.75,,
-6.68,328.125,-6.68,296.875,,,-6.68,687.5,,
-6.7,296.875,-6.7,540.625,,,-6.7,700,,
-6.72,328.125,-6.72,300,,,-6.72,437.5,,
-6.74,362.5,-6.74,346.875,,,-6.74,381.25,,
-6.76,115.625,-6.76,571.875,,,-6.76,421.875,,
-6.78,78.125,-6.78,362.5,,,-6.78,409.375,,
-6.8,125,-6.8,334.375,,,-6.8,612.5,,
-6.82,346.875,-6.82,346.875,,,-6.82,631.25,,
-6.84,359.375,-6.84,318.75,,,-6.84,618.75,,
-6.86,365.625,-6.86,346.875,,,-6.86,846.875,,
-6.88,346.875,-6.88,337.5,,,-6.88,600,,
-6.9,343.75,-6.9,306.25,,,-6.9,606.25,,
-6.92,353.125,-6.92,346.875,,,-6.92,593.75,,
-6.94,378.125,-6.94,343.75,,,-6.94,390.625,,
-6.96,331.25,-6.96,356.25,,,-6.96,406.25,,
-6.98,121.875,-6.98,562.5,,,-6.98,615.625,,
-7,300,-7,296.875,,,-7,421.875,,
